CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,D001_01,D002_01,D003_01,D004_01,D005_01,D006_01,D007_01,D008_01,D009_01,D010_01,D011_01,D012_01,D013_01,D014_01,D015_01,D016_01,D017_01,D018_01,D019_01,D020_01,D021_01,D022_01,D023_01,D024_01,D025_01,D026_01,D027_01,D028_01,D029_01,D030_01,D031_01,D032_01,D033_01,D034_01,D035_01,D036_01,D037_01,D038_01,D039_01,D040_01,EX01_01,EX01_02,EX01_03,EX01_04,EX01_05,EX01_06,EX01_07,EX01_08,EX01_09,EX01_10,EX01_11,EX01_12,EX01_13,EX01_14,EX01_15,EX01_16,EX01_17,EX01_18,EX01_19,EX01_20,F001_01,F002_01,F003_01,F004_01,F005_01,F006_01,F007_01,F008_01,F009_01,F010_01,F011_01,F012_01,F013_01,F014_01,F015_01,F016_01,F017_01,F018_01,F019_01,F020_01,F021_01,F022_01,F023_01,F024_01,F025_01,F026_01,F027_01,F028_01,F029_01,F030_01,F031_01,F032_01,F033_01,F034_01,F035_01,F036_01,F037_01,F038_01,F039_01,F040_01,Q001_01,Q001_02,Q001_03,Q001_04,Q002_01,Q002_02,Q002_03,Q002_04,Q003_01,Q003_02,Q003_03,Q003_04,Q004_01,Q004_02,Q004_03,Q005,Q006,Q007_01,R001_CP,R001x01,R001x02,R001x03,R001x04,R001x05,R001x06,R001x07,R001x08,R001x09,R001x10,R001x11,R001x12,R001x13,R001x14,R001x15,R001x16,R001x17,R001x18,R001x19,R001x20,R001x21,R001x22,R001x23,R001x24,R001x25,R001x26,R001x27,R001x28,R001x29,R001x30,R001x31,R001x32,R001x33,R001x34,R001x35,R001x36,R001x37,R001x38,R001x39,R001x40,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME033,TIME034,TIME035,TIME036,TIME037,TIME038,TIME039,TIME040,TIME041,TIME042,TIME043,TIME044,TIME045,TIME046,TIME047,TIME048,TIME049,TIME050,TIME051,TIME052,TIME053,TIME054,TIME055,TIME056,TIME057,TIME058,TIME059,TIME060,TIME061,TIME062,TIME063,TIME064,TIME065,TIME066,TIME067,TIME068,TIME069,TIME070,TIME071,TIME072,TIME073,TIME074,TIME075,TIME076,TIME077,TIME078,TIME079,TIME080,TIME081,TIME082,TIME083,TIME084,TIME085,TIME086,TIME087,TIME088,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
242,,,avila,interview,4/14/23 18:08,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3,15,12,32,26,14,37,20,13,29,9,11,30,5,7,6,1,24,21,17,4,36,22,8,23,34,2,38,31,25,19,27,39,16,40,18,35,10,33,28,7,15,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,4/14/23 18:08,0,0,7,7,0,0,1
244,,,avila,interview,4/14/23 19:37,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5,4,7,14,22,25,33,37,29,38,30,8,2,40,11,21,32,10,13,20,31,27,24,23,9,6,28,26,16,18,19,3,12,34,15,36,39,35,17,1,8,2,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,4/14/23 19:37,0,0,11,11,0,0,1.57
245,,,avila,interview,4/14/23 20:09,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This person looks like they are hurt and pleading for better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,27,34,5,23,36,7,4,37,13,16,2,31,8,24,3,26,12,15,11,20,29,28,35,10,38,30,19,17,14,1,22,33,21,6,32,18,40,39,25,5,2,,,,,,,,,,,,,,,,,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,4/14/23 20:10,0,0,55,55,0,0,1.42
247,,,avila,interview,4/15/23 1:28,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,6 yr old boy,9 yrs old boy,,4 yr old boy,3 yr old boy,3 yr old girl,,,6 yr old boy,3 yr old boy,,,7 yr old girl,,A young boy ~ age 5.,2 yrs old girl,,,,4 yr old boy,1 yr old girl,,,3 yr old boy,,5 yrs old boy,6 year old boy,5 yrs old girl ,,5 yrs old boy,,3 yr old boy,,3 yr old girl,,4 yr old boy,,,,,1,7,5,4,3,3,1,2,5,6,1,4,7,6,7,6,7,7,6,3,,,Shocked and amazed ,,,,Curious and wanting to play ,"Focussed, angry ",,,Confused ,"Sad, angry, hurt",,"Distraught, hurt, betrayed ",,,"Betrayed, hurt, sad","Diaconmected, despair","Hungry, weak, tired, desperate ",,,Interested and optimistic ,Curious skeptical,,Wanting for mother,,,,"Fed up, unimpressed, uninterested ",,Alone and sad,,"Desperation, alone, hungry",,"Curious, distrusting ",,Observant attentive ,Angry and stubborn ,"Stoic, frustrated","Sad, shocked, focussed ",Some photos appeared more candid and dhad a more emotional impact than those that were higher quality/produced. I started reading negative emotions in neutral faces or overly focussing on glossy eyes.,Alternate 1-1,Indifferent. Started preferring the describe but the age was ambiguous enough that I didn't like being unsure. The feelings deck was intriguing by thinking deeper about the pictures but thought about candidness of feelings and difficulty to asses different types of negative emotions.,Did not notice a difference.,4,1,4,3,2,2,2,4,MALE,Hispanic,31,7,4,6,84,15,40,27,19,16,23,1,17,13,12,20,25,9,39,34,7,5,22,36,33,2,3,21,38,29,10,8,32,31,26,11,6,35,4,18,24,14,30,37,28,26,124,1,21,6,19,2,26,2,12,2,11,2,11,2,40,2,44,3,16,1,11,2,41,2,51,1,85,2,19,8,71,2,17,1,50,1,37,3,59,3,22,1,22,1,37,1,39,1,11,2,107,1,37,2,84,2,15,2,22,1,12,1,28,5,18,2,29,2,11,2,22,1,11,2,19,2,30,1,31,4,127,686,45,56,159,43,,1803,,4/15/23 2:12,1,0,87,87,0,0,1.48
248,,,avila,interview,4/15/23 1:51,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male 3 years old ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This person is feeling confused and is looking for something ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,26,7,24,14,39,5,38,21,31,3,37,13,30,4,19,23,17,27,20,28,10,1,35,34,18,25,2,15,11,32,29,9,40,8,22,33,36,6,12,16,15,32,,,,,,,,,,,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,4/15/23 1:55,0,0,49,54,0,0,0.78
258,,,avila,interview,4/15/23 3:26,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,This appears to be a young boy of about 7 years of age ,,This appears to be a young girl of about 3 years of age,This appears to be a little boy of about 4,,,,,This appears to be a little boy of about 6 years of age,This appears to be a little girl of about 5,This appears to be a young girl of about 3 - 4 years old.,This appears to be a young girl of about 8 years of age ,,This appears to be a little boy of about 5,,This appears to be a little girl who is about 1 year old ,,This appears to be a little boy of about 5,This appears to be a young boy of about 5 years of age,,,,,This appears to be a young boy of about 7,This appears to be a young boy of about 1 years old,,,This appears to be a little boy of about 4 years of age,,This appears to be a little boy of about 6 years of age,This appears to be a young girl of about 10,This appears to be a young boy of about 4 years of age,This appears to be a little girl of probably 1 - 2 years old,,This child appears to be a little boy of about 3 years of age ,,,This appears to be a little boy of about 1 - 2 years of age,,,3,7,2,2,6,4,2,3,5,5,3,2,6,6,3,6,6,6,4,3,,This child has experienced consistent disappointment and pain,,,This child has just experienced a great disappointment or loss,This little girl looks sad and a bit confused ,This child looks curious but suspicious ,This child is sad but just got some potentially good news ,,,,,This young person has lived with great sadness and was just given even more bad news,,This little boy was sad but still has a spark of hope ,,This child looks angry at something or someone ,,,"He looks like he's thinking ""really?""",This child looks suspicious of the stranger and relying on Mom for protection ,This child seems to sad but resigned to his situation ,This child seems to be suspicious ,,,This little guy is trying hard to understand a very different or unusual person ,This child is skeptical about what he is being told ,,This young girl looks like she's already seen and experienced too much in her young life,,,,,This child looks very sad and forlorn ,,"This young boy is experiencing disappointment, which has been a constant in his life",This child looks sad but curious ,,This child looks curious and seems to be concentrating deeply,This child is hopeless and confused ,Exhausting ,Primarily went back and forth ,Observe was easier ,Not all of the children in the Observe deck were crying but just about everyone in the Feeling deck was,4,4,5,3,5,5,5,2,Female ,White/Caucasian ,62,3,5,6,86,11,19,37,5,3,34,38,6,39,21,30,8,35,26,13,9,15,28,36,1,22,32,27,12,29,25,20,33,16,17,24,31,2,18,23,4,14,7,10,40,40,57,4,41,5,80,3,62,5,26,5,58,5,60,4,26,7,32,2,43,3,38,6,64,3,77,3,60,5,33,4,43,16,38,6,52,4,33,4,49,8,42,3,67,18,53,7,41,3,35,7,48,4,44,4,52,7,60,9,118,2,49,6,31,3,41,4,51,5,36,3,39,4,78,4,30,3,47,7,40,4,67,182,43,29,137,26,,2574,,4/15/23 4:11,1,0,87,87,0,0,0.67
260,,,avila,interview,4/15/23 4:17,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,,,Very large dark eyes with a look of surprise ,,,Young female dark eyes and skin with short hair done in brades,,,8-9 yr old male oval face with short hair and dark eyes,,Young female with bright clothing and round eyes and dark skin,,,Young black male with look of disappointment ,Black male dark hair and eyes with tears and small thin frame,,,,,,,Young male shaved head with wide bridged nose,,,,,Black man showing a look of hopelessness ,Dark skin female with green tint to eyes and medium length braids of dark hair,Early teen male dark skin and eyes with corn rows in hair,,,Very little hair with dark skin and eyes and full lips with sharp chin,,,,,4 yr old black male,"2-3 yr old male, sad and crying","Male with dark eyes, pouty lips approximate age of 5-6",,5,5,2,2,5,3,5,1,4,5,5,3,4,2,4,2,5,5,4,5,Feeling of mild playfulness with some doubt ,Depressed and feeling no hope,,Somewhat confused and show some concern as well,"Very sad, overwhelmed and feeling lost",,Curious with some mild fear,Sadness and appears to be lost in tjought,,Feeling of sadness and no hope,,Hopelessness and shattered dreams for future ,"Sad, needing support and some fear due to lack of eye contact",,,Sad and hoping for help and support ,Feeling of sadness and has lack of hope ,Feels trapped as if things will not change for him in his lifetime ,Very lost with no hope to survive in his world,Feeling of curiosity ,Feeling confusion and sadness ,,Feeling hunger and sad due to unknown future ,Feeling neglected and wondering what is next for him,Sad with no understanding of needs not being met,Pain both physically and mentally ,,,,Feeling slight fear and a need to hide from outside world,Appears to feel not well and tired and depressed ,,Hopelessness and in an emotional way reaching out for help,Depression and mild anxiety of what his life has in store ,Feeling of loss and separation ,Feeling slightly confused ,,,,Depression and hopelessness in life,Fun,Just randomly ,No,Yes,4,3,3,3,5,4,3,3,Female ,Indian ,61,4,3,2,87,2,37,24,5,26,16,38,27,18,40,21,35,9,39,19,31,13,3,7,23,4,28,10,33,11,6,1,20,17,15,32,36,8,25,14,34,22,30,12,29,11,40,2,66,7,35,529,41,3,46,5,32,3,48,5,72,2,50,2,66,3,33,3,40,64,38,2,49,2,48,3,53,3,32,3,48,2,72,3,33,3,55,3,66,3,38,3,60,3,63,3,31,2,30,3,52,3,48,2,45,3,45,2,69,4,55,3,67,3,34,2,92,5,56,4,32,3,48,4,51,2,31,90,40,35,132,20,,2460,,4/15/23 5:08,1,0,87,87,0,0,0.83
264,,,avila,interview,4/15/23 8:13,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,8,32,14,4,5,40,9,13,30,20,36,22,7,29,33,12,1,31,21,35,23,10,24,6,11,15,34,37,38,26,17,27,28,25,3,2,18,19,39,16,829,81,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,4/15/23 8:28,0,0,17,17,0,0,0.27
265,,,avila,interview,4/15/23 11:51,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,11 year old boy,,3-4 male,,,A female probably around 6-7 that is malnourished ,7 year old boy,14 year old girl ,10 year old male ,10-12 year old boy,,,,,12-14 malnourished kid,3 year old girl ,13 year old male,12 year old boy ,4 year old boy ,5 year old male ,,,6 yr old male,6 year old boy student ,3 year old girl,,,16 year old girl,,,,,3 year old baby girl,The young boy around 4-5 looks upset and scared ,,9 year old boy,8 year old boy,,5 year old boy,,1,3,2,1,2,2,4,2,3,5,4,5,4,3,1,2,4,5,1,3,,A troubled boy mad at the world ,,A sad young boy living in a tribe trying to better his life his necklace indicates he has hope ,A tribe boy who has to grow up faster to support his family rather than being a child ,,,,,,The little girl looks scared but can tell she is adventurous and likes to spend her time having fun,A girl who has had a rough life due to her scare and is feeling hopeless even in the arms of some one close ,A scared older man who is trying not to fail for the future of his family ,Even though is comforted he looks tired and upset with the living of life,,,,,,,A pretty young child that doesn't like being left alone because he is scared ,A teenager waiting to escape to a better life with less suffering ,,,,A young boy who is bored and enjoys eating his next meal ,The 10 year old boy looks confused but hungry for an opportunity ,,A young boy dreaming a better life not know what is all out there because lack of experience ,A helpless child seeking for shelter ,He's been through a lot for his age and feels sick of being sad and hopeless,A sick hound child who accepts moving around is a part of life as he welcomes people around him,,,Discouraged and wondering why the well put together photographer is looking at me ,,,A child who doesn't have much and is tired and scared,,A young that has a hard life and is already tired of the day to day ,Heart breaking ,Got bored with the questions so went back and forth,Describing was easier ,Pictures were the same but questions were different ,3,3,1,4,4,3,3,2,Male,White,32,4,3,6,89,35,6,34,31,27,11,10,14,30,2,4,3,15,9,17,32,5,28,20,33,24,19,39,38,12,36,25,7,18,26,13,23,16,21,22,8,37,1,40,29,7,5,4,13,5,57,8,23,7,117,14,58,9,91,3,14,4,12,5,18,5,39,13,40,3,52,3,36,5,64,4,26,4,17,5,24,3,13,6,11,3,18,3,33,4,28,4,18,4,16,4,13,17,41,5,85,4,13,4,33,4,38,3,60,11,63,3,15,8,52,10,136,4,12,3,12,3,26,3,13,4,36,119,39,14,108,3,,1745,,4/15/23 12:25,1,0,87,87,0,0,1.02
269,,,avila,interview,4/15/23 15:05,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,15,27,20,10,3,23,40,11,29,4,37,32,35,19,21,28,31,12,34,39,24,36,22,6,18,33,25,14,26,30,2,17,9,5,38,1,7,13,8,16,37,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,4/15/23 15:07,0,0,31,31,0,0,0.23
270,,,avila,interview,4/15/23 15:29,,,,1,,,2,,,2,,,,,,,,2,,1,,,,,,1,2,,,1,,,,,1,,,,2,,,,,"Young girl has clean clothes, but she appears unwashed with dirt on her face as the tears make streak marks down her cheeks. ",,,,,,,,,,,,,,,,,,,,,,"The toddler, boy is holding onto a wooden beam. ",,,,The young child is wrapped in the tattered articles of clothes or fabrics around. ,,,,,"The young child is peaking around the corner of a stone building, in a white, clean, collared, shirt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The child is curious what is on the other side of the burlap curtain. ,,,"The little girl is devastated, and confused. ",,,,,,,,"This child is sad, alone, and scared. ",,,,,,,,,"The little boy looks unsure, and cautions as he looks at the photographer. ",,,,,,,,,,,,"The child is sad, but doesn't seek comfort from the adults or others around them. ",,,,,,,,,,,,,,,,,,,,91,18,26,7,30,39,35,10,27,4,20,28,19,3,23,21,40,6,24,14,36,1,12,5,15,17,34,32,16,22,13,9,2,8,38,37,11,33,29,31,25,12,107,,,,,,,9,102,,,,,9,47,,,,,9,33,,,,,,,,,,,,,,,12,50,,,4,,,,,,,,,,,,4,54,4,40,,,,,6,47,,,,,,,,,5,94,,,,,,,4,75,,,,,,,,,630,,4/15/23 15:41,0,0,41,80,0,0,0.54
273,,,avila,interview,4/15/23 17:10,,1,,,,,,,,1,1,2,2,1,1,,1,1,2,,,,,2,,,,,,1,,2,,,,,,,2,2,,"This appears to be a young girl with ""old eyes.""",,,,,,,,"Seems to be a young person, but not enough information to determine experiences.  ",This appears to be a young female,,,,This appears to be a young person. Not enough information to determine gender,,This appears to be a young male ,This appears to be a young male. ,,,,,,,,,,,,"This appears to be a young person, a child, but I cannot determine gender. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This person seems to be sad or moved by something. ,"This person appears to be sad, but I don't have enough information to know why. ",,,,,,This appears to be a young person who has experienced starvation and must feel hunger and fear. ,,,,,"Not enough information to determine experiences, but seems to be comfortable posing.",,,,,,,,"Not enough information to know experiences, but appears to be uncertain, hesitant, processing ",,,,,,,"Not enough information to determine experiences, but seems to be sad or distressed by something.","Not enough information to determine experiences, but seems to be sad",,,,,,,,,,,,,,,,,,,92,2,30,13,19,17,15,32,12,18,11,24,39,10,40,14,35,27,7,16,22,21,33,36,38,9,23,25,31,8,3,28,5,6,29,4,37,34,20,1,26,13,3,,,20,137,,,,,,,,,,,,,,,8,50,5,35,13,54,6,83,5,,6,101,,,11,61,5,35,4,103,,,,,,,,,6,141,,,,,,,,,,,18,91,,,9,150,,,,,,,,,,,,,8,114,5,106,,,,,,,645,,4/15/23 17:33,0,0,29,82,0,0,0.51
283,,,avila,interview,4/17/23 16:58,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,19,39,12,14,5,21,24,15,11,20,4,37,1,16,10,31,9,29,35,26,18,2,30,40,27,13,32,25,34,33,3,17,22,36,28,8,7,23,38,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4/17/23 16:58,0,0,39,39,0,0,1.57
297,,,avila,interview,4/19/23 14:56,,,2,2,,,,2,,,,1,,,,,,1,,,,,,,,,1,1,,2,1,,,,,,,1,,,,,,,,,,,,,,Young male around seven crying looking scared,,,,,,Young male child around six looks hopeless and malnourished ,,,,,,,,,"I see a young male child, approximately nine appears to be sad. ",I'm guessing a female age around nine with incredibly beautiful eyes,,,Young male around seven looks sad,,,,,,,"I'm guessing the gender to be male, around five years old. He is crying. ",,,,,,,,,,,,,,,,,,,,,,,,,He looks surprised ,He looks curious yet frightened ,,,,I'm seeing a sense of concern. ,,,,,,,,,,,,,,,,,,,,,,"Weakness, malnourished, hopelessness and scared",,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,38,8,27,28,12,31,4,3,18,30,40,17,36,37,16,24,35,15,25,9,1,21,7,29,14,33,23,5,20,19,34,11,39,26,22,10,13,32,6,2,22,25,,,,,6,38,8,67,,,,,,,13,186,,,,,,,5,110,,,,,,,,,,,5,117,,,,,,,,,,,,,,,,,6,190,10,125,,,6,120,7,72,,,,,,,,,,,,,41,323,,,,,,,,,,,481,,4/19/23 15:21,0,0,62,78,0,0,0.37
299,,,avila,interview,4/19/23 18:36,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,,,,,,This child seems to be a girl of about 3 years of age.,This appears to be a child of about 3 of indeterminate gender.,This person appears to be a child of about 7 years old of indeterminate gender.,,,,This appears to be a child of about 6 years old of indeterminate gender.,,,This appears to be a boy of about 5 years of age.,This child appears to be a boy of about 2 years of age.,This child appears to be a boy of about 6 years of age.,This appears to be a boy of about 8 years old.,This appears to be a boy of about 4 years old.,This appears to be a girl of about 3 years of age.,This child seems to be about 2 years old of indeterminate gender.,,This is a young child of perhaps 7 with an indeterminate gender.,This person is a child of perhaps 5 years of age and appears to be male.,,This child appears to be a boy of about 2 years of age.,This child seems to be a boy around 6 years of age.,This appears to be a girl of about 6 years old.,This person seems to be a girl of about 9 years of age.,,This appears to be a child of about 6 years of age of indeterminate gender.,,,This appears to be a girl of about 2 years of age.,,This person appears to be about 4 years old of indeterminate gender.,,This appears to be a child of about 2 years of age of indeterminate gender.,This child appears to be a boy of about 3 years of age.,This appears to be a child of about 2 years old of indeterminate gender.,2,7,2,1,7,2,3,2,5,7,3,2,3,7,1,7,7,7,3,2,"This person looks concerned, suspicious, and unsure.",This child seems to be annoyed and potentially angry.,This person looks surprised at something that has just happened.,This child appears suspicious of the person taking the photo.,This child is upset and traumatized over something that has just happened.,,,,This child looks exhausted and unhappy; perhaps troubled.,This person appears to be feeing sad and upset.,This child looks suspicious and leery of the person taking the photo.,,This person appears to be upset and trying to cope with a circumstance.,This person looks afraid and upset.,,,,,,,,This person seems curious and interested in what is happening.,,,This baby seems to be upset and crying.,,,,,This person seems to be either afraid or very shy and trying to hide.,,This young child is curious about the person taking the photo.,In a state of returning to comfort after a period of being upset.,,This child appears to be curious and suspicious of the person taking the photo.,,"This child seems to be content, but there may be dried tears on the face which would indicate a recent upset.",,,,Redundant,Randomly,No,No,1,1,3,3,1,1,2,4,Female,White,49,1,1,5,95,33,5,32,23,24,2,9,8,6,39,37,27,21,16,29,17,10,22,40,25,18,19,30,14,36,12,3,13,28,20,38,4,1,7,34,15,31,11,26,35,5,47,2,23,2,34,2,16,2,14,2,27,2,21,3,12,2,20,3,25,3,16,2,15,3,18,2,22,3,11,4,11,3,17,3,11,2,11,3,11,4,22,4,17,3,14,3,40,3,34,2,29,2,11,10,38,3,11,3,17,2,18,2,17,3,20,5,58,3,11,4,23,2,26,3,43,3,13,2,15,2,14,131,19,31,127,21,,1323,,4/19/23 18:58,1,0,87,87,0,0,1.36
312,,,avila,interview,4/22/23 4:01,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,Child 3-5 years of age and appears to be a female based on clothing selection.,,,,,,,,,,,,,Youth 4-7 years of age and gender cannot be determined from image.,,,,,,Youth 8-12 years of age and gender cannot be determined.,,,,,,,,,,Young child 3-5 years of age and gender cannot be determined.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,24,40,11,30,8,14,4,33,17,26,23,3,38,34,28,2,29,1,21,9,32,31,37,18,13,12,19,35,22,15,25,36,10,20,6,7,16,5,27,39,11,7,,,,,,,,,,,,,,,7,3273,,,,,8,83,,,,,,,,,,,,,,,,,,,,,,,,,19,133,,,,,,,,,,,37,54,,,,,,,,,,,,,,,,,,,10,68,,,,,,,250,,4/22/23 5:03,0,0,18,82,0,0,0.5
315,,,avila,interview,4/22/23 4:02,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,Male age 8 dirty hair and clothes,8 year old male who is dirty with big brown beautiful eyes,3 year old male Child being protected by adult ,,,"Three year old female with braided hair, silver earrings and blue sweater",,,,,3 year old female with scarf on hair and sucking in the scarf,8 year old male with blunted affect and tears,,,,,,,,,,,,,,6 year old male that is hiding behind wooden supports ,9 years old male with food on their face,,,,,,,,Three year old male with white shirt,,,,,4 year old male,4,2,3,1,1,1,3,4,3,5,3,1,3,6,1,4,7,7,4,6,,,,Confused and anger,"Pain, fear and hopelessness",,Curious and intrigued ,Doubt about others,Conditioned hopelessness,Fatigue and sadness ,,,Let down by others and disappointment ,Scared and seeking comfort ,Lonely and sad,Dependent on others and fear that needs will not be met,Anger and frustration ,"Defeat, fatigue and boredom"," Hunger, sadness, pain and hopelessness",Disappointed with others and unsure if that they are seeing is for real,Protected,Tired of long wait,Hungry and tired,Bored ,Sadness,,,"Protected , content and safe",Bored and disinterest on what is going on around them,Hopelessness and defeat about situation ,Unhealthy,Scared and defeated,Sadness and dependent on others to get their needs met,They are experiencing sadness and shy,,Anger,Content and protected,Anger,Safe and confortable,,Exhausting due to the emotions,Alternated when feeling sadness about pictures,Feelings were easier for me to describe. Emotional thinker not logical,Logical vs emotional thinking,5,5,5,4,2,2,2,5,Female,Caucasian ,50,4,3,6,97,34,12,30,33,29,38,2,11,25,1,14,15,35,32,9,7,24,6,5,4,40,10,16,13,21,31,3,36,27,17,8,26,20,22,23,19,37,39,18,28,22,108,5,24,17,44,4,42,5,17,4,22,4,38,4,34,5,62,4,16,5,25,4,38,5,52,4,23,4,14,6,12,7,32,4,16,5,31,4,23,5,62,6,12,5,13,4,13,4,12,4,21,6,30,5,32,4,23,4,30,5,27,3,15,4,12,5,54,8,42,4,24,4,12,5,12,4,22,5,17,5,30,160,45,34,168,30,,1827,,4/22/23 4:33,1,0,87,87,0,0,0.94
